"year","DDpre","Tpre.a","Tpre.b","MLDegg","LSTegg","CSTegg1","DDegg1","CSTegg2","LSTegg2","DDegg2","LSTlarv","CSTlarv","DDlarv","LSTpjuv","CSTpjuv","DDpjuv","LSTbjuv.a","CSTbjuv.a","LSTbjuv.b","CSTbjuv.b"
1991,4.95886956521739,6.02689189189189,6.39383783783784,36.7113333333333,0.0220312222222222,-0.000411604444444444,4.59893333333333,0.00245697777777778,-0.000227175555555556,3.07028888888889,0.00244290869565217,-0.00311079347826087,6.39691111111111,0.000399133333333333,-0.007822,5.26483333333333,-0.00435782777777778,0.00825462037037037,0.00477807962962963,9.83581481481482e-05
1992,4.5484347826087,6.57168421052632,7.00060526315789,31.0417777777778,0.0677506237777778,-0.00313487733333333,5.45691111111111,0.0118546377777778,-0.00164646888888889,3.72986666666667,0.0029585347826087,0.00828185217391304,7.43977777777778,-0.0375277419354839,-0.00118667741935484,7.06606451612903,-0.000601017547169811,0.00577870094339623,0.00391311320754717,-0.000273605283018868
1993,5.3670652173913,6.11228947368421,6.58084210526316,39.5545652173913,0.0307667608695652,3.277e-05,5.34389130434783,-0.0109401086956522,0.00046520652173913,3.31830434782609,0.0361792357777778,0.0157583777777778,7.03395652173913,-0.012252135483871,0.0108129677419355,6.18112903225806,0.00497285740740741,0.00358666611111111,0.0118146111111111,-0.00157642962962963
1994,5.00267391304348,6.28002702702703,6.68508108108108,41.1282222222222,0.0570994,-0.000990952666666667,5.31648888888889,0.0260451666666667,-0.00141908964444444,3.37026666666667,0.0175239565217391,0.00957076086956522,7.16097777777778,-0.00829300666666667,0.00264646333333333,6.25326666666667,0.00635651648148148,0.00432961666666667,0.016973972962963,-0.00223628483333333
1995,4.81136956521739,6.43378947368421,6.91528947368421,45.3897777777778,0.0692735155555556,-0.00265162444444444,5.59973333333333,0.00469493333333333,-0.00136373711111111,3.61411111111111,0.0377091086956522,0.0201465869565217,6.96266666666667,-0.0369443666666667,0.00705451,5.81296666666667,-0.00203041886792453,0.00547164773584906,0.011202679245283,-0.00178857358490566
1996,4.79069565217391,6.06834210526316,6.47592105263158,38.0810869565217,0.0240359347826087,-0.00214911869565217,5.43754347826087,-0.000834413043478261,-0.000730166304347826,3.18832608695652,0.0451054937777778,0.0173571333333333,7.83108695652174,-0.00171012903225806,0.00301984838709677,6.37090322580645,0.00752498703703704,0.00341776111111111,0.0144740240740741,-0.00199051666666667
1997,4.80097826086957,6.20494594594595,6.57916216216216,37.072,0.0216993111111111,-0.00118563844444444,5.11993333333333,0.0161832555555556,-0.00134689111111111,3.24851111111111,0.0309378608695652,0.0109773934782609,7.07982222222222,0.0069378,0.00405284333333333,6.39446666666667,0.00751068518518518,0.00242629444444444,0.0192329944444444,-0.00371894759259259
1998,5.5635,6.50955263157895,7.12921052631579,55.7397777777778,0.0414681777777778,-0.00177778,6.7474,0.000753244444444444,-0.000917245622222222,3.92375555555556,0.0137240434782609,0.017772937826087,8.36422222222222,-0.0670187,0.00323505,6.91233333333333,0.00537564150943396,0.0037681620754717,0.0169142037735849,-0.00233918867924528
1999,5.12060869565217,5.86534210526316,6.24092105263158,46.2802222222222,-0.000605555555555555,-0.00152406888888889,4.80917777777778,-0.00603983333333333,3.25133333333333e-05,2.93751111111111,0.0186052004444444,0.0128990062222222,6.51322222222222,0.0110219032258065,0.00479758064516129,5.389,0.00708505660377359,0.00402863962264151,0.0179284320754717,-0.00208224113207547
2000,4.31428260869565,6.09989473684211,6.493,44.8708695652174,0.0129109130434783,-0.000308766304347826,5.13526086956522,0.00261941304347826,-0.000369045217391304,3.17769565217391,0.0307951086956522,0.010251797826087,7.04682608695652,0.00209243333333333,0.000796474666666667,5.84126666666667,0.00706492592592593,0.00324104259259259,0.0181896296296296,-0.00255372407407407
2001,4.60213043478261,6.13094736842105,6.47663157894737,37.0684444444444,0.0263187133333333,-0.000699204444444444,4.73111111111111,0.0121844577777778,-0.000835067777777778,3.12071111111111,0.0172524891304348,0.00425288260869565,6.47933333333333,0.00230588666666667,0.00020023,5.34186666666667,0.00533201886792453,0.00462629622641509,0.0209966603773585,-0.00316618301886792
2002,3.89776086956522,5.73365789473684,6.06718421052632,40.8675555555556,0.0418232133333333,-0.000759045555555556,4.54668888888889,0.0243300222222222,-0.00152474355555556,2.79811111111111,0.00864744444444445,0.00177294,6.51426666666667,-0.0347180322580645,-0.00300827419354839,5.46425806451613,0.0286443528301887,-0.00188003962264151,0.043617320754717,-0.00565897169811321
2003,4.11989130434783,6.06573684210526,6.47334210526316,44.1560869565217,0.0140323260869565,-0.00145399913043478,5.42641304347826,0.00755134130434783,-0.000995941195652174,3.13976086956522,0.0161814288888889,0.0177882244444444,7.70086956521739,-0.0270318612903226,0.0042291,6.39141935483871,0.0168836111111111,0.000706955555555556,0.0249293388888889,-0.00348273888888889
2004,4.27663043478261,5.84673684210526,6.22718421052632,42.5004444444444,0.0157295555555556,-0.000403319777777778,5.18951111111111,0.00879782222222222,-0.000530411333333333,2.95971111111111,0.016710152173913,0.00979336956521739,7.42677777777778,-0.0124868,0.00157210333333333,6.56113333333333,0.00976321037735849,0.00263111320754717,0.0175051641509434,-0.00242966547169811
2005,4.75010869565217,6.18581578947368,6.62228947368421,41.8755555555556,0.0636797222222222,-0.00179997111111111,5.51937777777778,0.0179546,-0.00131787555555556,3.35557777777778,0.0180038911111111,0.00801608444444444,7.27331111111111,-0.000230838709677419,0.00600973870967742,6.56406451612903,0.00528275471698113,0.00320620686792453,0.0132786037735849,-0.00189511886792453
2006,5.02841304347826,5.71213157894737,6.15192105263158,48.0769565217391,-0.00144773913043478,-0.000807617391304348,5.29765217391304,-0.0157014086956522,-4.65021739130435e-05,2.94117391304348,0.0345276444444444,0.0137698755555556,7.31191304347826,0.0159854838709677,0.000179777096774193,6.50941935483871,0.00517399259259259,0.00411536481481482,0.0172357,-0.00193339796296296
2007,4.65771739130435,6.17843243243243,6.58135135135135,45.0651111111111,0.0176383777777778,2.22222222222224e-07,5.17971111111111,0.0203658222222222,-0.00146382888888889,3.22735555555556,0.00661558695652174,0.0071655152173913,6.66953333333333,-0.0127622,0.00089056,5.81336666666667,0.0222087148148148,-0.00121563333333333,0.0303246759259259,-0.00444613333333333
2008,4.57417391304348,5.85126315789474,6.21923684210526,47.0608888888889,0.0190845155555556,0.000724359111111111,4.63337777777778,0.00981462,-9.97666666666667e-05,2.87026666666667,0.00822010869565217,0.00404402608695652,6.00693333333333,-0.0189501870967742,-0.000216844838709677,5.19351612903226,0.0311823075471698,-0.00252294339622642,0.0471657169811321,-0.00537569433962264
2009,3.76565217391304,6.02847368421053,6.37973684210526,43.089347826087,0.036068347826087,-0.00070986347826087,4.723,0.0283306652173913,-0.00116853152173913,2.99910869565217,0.0144596444444444,-0.00320046222222222,6.32321739130435,0.0122481612903226,-0.00676546451612903,5.42783870967742,0.0173967592592593,0.000702993333333333,0.02755915,-0.00349803574074074
2010,4.20523913043478,5.88116216216216,6.31102702702703,50.4704444444444,0.0093982,-0.00199969777777778,5.33355555555556,0.00182986666666667,-0.00159378155555556,3.04684444444444,0.0392705413043478,0.0192795434782609,7.05304444444444,-0.0200745366666667,0.0044069,5.9209,0.0327625777777778,-0.00311104814814815,0.0421212777777778,-0.00496012962962963
2011,3.83408695652174,5.99103552631579,6.35079802631579,31.1924637681159,0.0348593007246377,-0.0017351731884058,5.07819365942029,0.0174846557971014,-0.00115578089855072,3.08749347826087,0.0393884548611111,0.0118240451388889,6.83554365942029,0.0126413480392157,0.00280549019607843,7.18640637254902,0.0205741666666667,-0.000917241379310345,0.0703880316091954,-0.0112928017241379
2012,9.24149666666667,6.20563882113821,6.35234410569106,28.9758433333333,0.0918361333333333,-0.0019847,4.34517983333333,0.103942066666667,-0.00465446666666667,2.9878295,0.0125074149659864,0.00370336734693877,6.20200816666667,0.014868005050505,0.000902323232323232,6.48070656565657,0.0486871610169492,-0.0110666525423729,0.0897345903954802,-0.0153327966101695
2013,8.89667366666667,6.25843069105691,6.45321178861789,34.3317023809524,0.0811873979591837,-0.0010959693877551,4.65185289115646,0.104377823129252,-0.00487787414965986,2.94728231292517,-0.00212005,0.00154905,6.76372857142857,-0.0183403535353535,-0.00235608585858586,7.02108560606061,0.0453525972222222,-0.0102247916666667,0.0930792361111111,-0.0169334444444444
2014,9.64959198717949,6.413625,6.5812918699187,29.4537942176871,0.0984914965986395,-0.00194787414965986,4.42157738095238,0.111666615646259,-0.00579981292517007,3.11315697278912,-0.00362435,0.000829966666666667,6.83541173469388,-0.0226946078431373,-0.00330914215686274,7.53245759803922,0.0291468534482759,-0.0035085632183908,0.0517956752873563,-0.00751008620689655
2015,10.153455,6.02069959349593,6.31370691056911,30.1888911564626,0.0436603911564626,-0.000667585034013605,5.1533380952381,0.055363231292517,-0.0018255612244898,2.91577465986395,0.000303715277777777,0.00388029513888889,8.46322108843537,-0.0139135049019608,-0.00324127450980392,8.58692892156863,0.0680174568965517,-0.0175898850574713,0.108697672413793,-0.0197679166666667
2016,10.0695883333333,6.23972825203252,6.45841951219512,23.6666700680272,0.124816547619048,-0.00290113945578231,4.92057976190476,0.140723231292517,-0.0067559693877551,2.95268384353741,0.0182513333333333,0.0119114333333333,7.99654761904762,-0.0427960353535354,-0.000901868686868687,7.79298484848485,0.0415833333333333,-0.00781102777777778,0.0743358611111111,-0.0120664861111111
2017,9.6702483974359,6.0746174796748,6.24450020325203,28.1514914965986,0.10433675170068,-0.00112380952380952,4.75040833333333,0.108892704081633,-0.00413909863945578,2.82823316326531,0.0248743166666667,0.0058212,7.5908231292517,0.00435615196078431,0.00432539215686274,7.03614803921569,0.0327076149425287,-0.00611130747126437,0.0610191810344828,-0.00946403735632184
2018,9.34206333333333,6.42289674796748,6.5994737804878,22.0730391156463,0.115898044217687,-0.00124380952380952,4.74930731292517,0.120401819727891,-0.00475828231292517,3.19908163265306,0.00625762152777778,0.00589451388888889,7.31751207482993,-0.0183537254901961,0.00114801470588235,6.67109289215686,0.0348505890804598,-0.00593139367816092,0.056377974137931,-0.00910612068965517
2019,9.39931,6.590525,6.8476825,26.8709676870748,0.0703310714285714,-0.00096,4.97354302721088,0.0505512414965986,-0.00172452380952381,3.41795289115646,-0.00439008503401361,0.00421460884353742,7.44974659863946,-0.0232809848484848,-0.00383434343434343,7.08404797979798,0.0197807344632768,-0.000903700564971751,0.0361520480225989,-0.00434532485875706
2020,9.88779333333333,6.42498352713178,6.62788003875969,27.0190751633987,0.0885747222222222,-0.000942728758169935,4.67008725490196,0.0831180555555556,-0.00310993464052288,3.21584281045752,-0.00588746794871795,0.00369719551282051,6.84658496732026,-0.0239524019607843,-0.00318833333333333,6.38249558823529,0.0285917672413793,-0.00504869252873563,0.0481184626436782,-0.0073389224137931
2021,9.360605,6.09140975609756,6.31740447154472,24.9526683673469,0.0485069557823129,-0.000316547619047619,4.41151768707483,0.0591406292517007,-0.00220867346938776,2.91780459183673,-0.0139663541666667,0.00123190972222222,6.85084455782313,-0.0126064215686275,-0.00250718137254902,6.55666960784314,0.0211877442528736,-0.00118283045977011,0.0459233189655172,-0.00591702586206897
2022,8.86747833333333,6.05312145833333,6.27966791666667,26.8321394557823,0.0797197108843537,-0.00268763605442177,4.62755238095238,0.102631258503401,-0.00449423469387755,2.9187656462585,-0.00445380952380952,-0.00243190476190476,6.76963843537415,-0.0241411616161616,-0.000607247474747475,6.11746717171717,0.0393252083333333,-0.0077850744047619,0.0522548214285714,-0.00764691964285714
