hours_since_20110102,year,month,day,temp_bottom_40_47N_50_200m,temp_bottom_40_47N_250_500m,temp_250_500m_40_47N_250_500m,temp_50_200m_40_47N_250_500m,temp_200_500m_40_47N_250_500m,temp_0_50m_40_47N_50_150km,temp_0_150m_40_47N_80_120km,mld_40_47N_250_500m,ualong_50_200m_40_47N_250_500m,ualong_200_500m_40_47N_250_500m,ualong_0_50m_40_47N_50_150km,ualong_0_150m_40_47N_80_120km,ualong_bottom_40_47N_50_150m,ualong_bottom_40_47N_150_500m,ucross_50_200m_40_47N_250_500m,ucross_200_500m_40_47N_250_500m,ucross_0_50m_40_47N_50_150km,ucross_0_150m_40_47N_80_120km,ucross_bottom_40_47N_50_150m,ucross_bottom_40_47N_150_500m
16440,2012,11,17,11.936,6.7987,7.0436,8.8286,7.2128,11.562,11.467,21.043,0.16311,0.10679,0.03019,0.0052,0.05022,0.05107,0.00233,-0.00874,-0.0236,-0.01443,-0.00988,-0.01425
16464,2012,11,18,12.014,6.8534,7.0815,8.8535,7.247,11.562,11.456,20.647,0.18875,0.14528,0.04918,0.00641,0.10127,0.0849,-0.00623,-0.00822,0.06168,0.0276,-0.02958,-0.01244
16488,2012,11,19,12.096,6.9348,7.1378,8.9431,7.3101,11.517,11.427,23.269,0.25845,0.19346,0.0116,-0.0115,0.20391,0.12617,-0.00989,-0.02167,0.06218,0.02263,-0.07054,-0.026
16512,2012,11,20,11.837,6.9722,7.1544,8.8882,7.3189,11.039,10.939,25.781,0.2999,0.21256,0.08027,0.02436,0.27906,0.15432,-0.01473,-0.00713,0.05972,0.02617,-0.04985,-0.01398
16536,2012,11,21,11.947,7.0174,7.1915,8.9451,7.3581,11.012,10.911,25.051,0.2961,0.21175,0.01944,-0.00116,0.23182,0.12572,-0.00143,-0.01048,0.04696,0.0236,-0.0426,-0.01175
16560,2012,11,22,11.923,7.0101,7.1807,8.9511,7.3505,11.002,10.901,23.715,0.26167,0.1709,0.06004,0.01473,0.0989,0.0743,0.00491,-0.00268,-0.00305,-0.00354,-0.00353,-0.00719
16584,2012,11,23,11.866,6.9974,7.1664,8.9569,7.3374,11.003,10.893,24.58,0.23811,0.15186,0.07219,0.02765,0.05039,0.04826,-5e-05,-0.00768,0.03456,0.01805,-0.00721,-0.00111
16608,2012,11,24,11.828,6.9515,7.1363,8.9488,7.3108,11.108,11.008,25.663,0.19176,0.13056,0.03816,0.01715,0.00693,0.02891,-0.00305,-0.00292,0.00882,-0.0014,0.00928,-0.00354
16632,2012,11,25,11.774,6.8965,7.1028,8.9413,7.2847,11.112,11.008,25.566,0.16762,0.09362,0.04024,0.01371,-0.03552,-3e-05,0.00552,-0.00219,-0.0042,-0.00332,0.01774,0.00259
16656,2012,11,26,11.769,6.903,7.116,8.9417,7.2995,11.112,11.019,26.064,0.15942,0.10065,0.04923,0.02035,-0.02914,0.0144,0.00262,-0.00608,-0.01033,-0.01348,0.01663,-0.00443
16680,2012,11,27,11.73,6.9221,7.1269,8.9623,7.3104,11.119,11.026,27.105,0.17999,0.118,0.0574,0.02421,0.00212,0.03238,-0.0043,-0.00578,0.01257,0.00444,0.00217,-0.00342
16704,2012,11,28,11.859,6.9946,7.1913,9.0885,7.3774,11.435,11.375,30.275,0.17959,0.12757,0.08336,0.05097,-0.00205,0.04005,-0.00376,0.00135,0.03002,0.00432,0.00504,-0.00093
16728,2012,11,29,11.913,7.0581,7.2583,9.2009,7.4452,11.464,11.414,35.292,0.21053,0.15414,0.10867,0.07407,0.02509,0.06338,-0.01064,-0.01659,0.06413,0.01964,-0.0226,-0.02481
16752,2012,11,30,12.032,7.1849,7.3697,9.354,7.5527,11.53,11.475,38.239,0.27721,0.20234,0.08241,0.0556,0.12843,0.10854,-0.01403,-0.01711,0.09077,0.03985,-0.05238,-0.02326
16776,2012,12,1,12.132,7.3107,7.4654,9.484,7.6476,11.545,11.486,37.5,0.32061,0.23667,0.08756,0.06596,0.20747,0.13325,-0.01443,-0.00575,0.03462,0.00832,-0.05423,-0.0135
16800,2012,12,2,12.093,7.3955,7.5619,9.5816,7.7479,11.429,11.387,34.943,0.30968,0.18545,0.03414,0.0295,0.18573,0.07018,0.00177,-0.01089,0.02085,0.00838,-0.03081,-0.01606
16824,2012,12,3,12.059,7.3245,7.5166,9.5713,7.7017,11.405,11.383,31.935,0.22664,0.10423,0.11744,0.06991,0.09761,-0.00129,0.00068,0.00896,0.01299,0.0105,-0.01113,0.01778
16848,2012,12,4,12.021,7.2639,7.4985,9.6197,7.6975,11.387,11.372,32.309,0.17033,0.05845,0.04553,0.03192,0.05407,-0.02805,-0.00186,-0.00879,0.0773,0.04304,-0.02253,-0.00593
16872,2012,12,5,12.021,7.2367,7.5092,9.6758,7.7261,11.372,11.357,30.999,0.17662,0.05828,0.05672,0.03994,0.04874,-0.006,0.00141,-0.00392,-0.0149,-0.00716,-0.01496,-0.00327
16896,2012,12,6,11.691,7.1788,7.4151,9.4084,7.6075,11.177,11.13,28.07,0.18446,0.08599,0.08437,0.05939,0.05383,0.01724,0.00203,0.00205,0.00569,0.00435,-0.00908,-0.00037
16920,2012,12,7,11.649,7.138,7.3702,9.4135,7.5676,11.154,11.118,28.352,0.16653,0.06889,0.05864,0.04407,0.0131,-0.00173,0.00714,-0.00162,0.01734,0.01179,0.00384,0.00077
16944,2012,12,8,11.639,7.0312,7.2825,9.3448,7.4881,11.118,11.085,30.049,0.08268,0.00497,0.05573,0.04494,-0.05321,-0.05798,0.0128,0.00562,-0.0028,0.00226,0.02043,0.014
16968,2012,12,9,11.568,6.9189,7.2083,9.3024,7.4253,11.077,11.045,32.094,0.033,-0.03316,0.05136,0.03799,-0.09319,-0.06718,0.00647,0.00338,0.00962,0.00807,0.0297,0.01171
16992,2012,12,10,11.481,6.7848,7.0526,9.1954,7.264,11.237,11.209,32.805,0.09414,0.08556,0.06781,0.0512,-0.02513,0.05914,0.0037,-0.0068,-0.01114,-0.00454,0.00808,-0.01679
17016,2012,12,11,11.427,6.9165,7.1408,9.2634,7.3441,11.275,11.243,33.244,0.29555,0.27845,0.12167,0.09419,0.14393,0.22182,-0.00978,-0.01852,-0.00658,-0.00809,-0.03399,-0.03172
17040,2012,12,12,11.439,7.0517,7.1799,9.233,7.3524,11.308,11.276,32.662,0.38698,0.37883,0.18284,0.14787,0.1727,0.26227,-0.00138,-0.00859,-0.01187,-0.00867,-0.01474,-0.01593
17064,2012,12,13,11.399,7.0037,7.0973,9.1167,7.2523,11.302,11.248,32.134,0.26652,0.27133,0.17387,0.15234,-0.0403,0.11532,0.00869,0.00298,0.00565,0.00486,0.02718,0.0048
17088,2012,12,14,11.518,6.923,7.0369,8.9789,7.1954,11.593,11.544,27.811,0.1531,0.10193,0.14698,0.11879,-0.15341,-0.0449,0.00903,0.00118,-0.00943,-0.00598,0.06151,0.01641
17112,2012,12,15,11.411,6.8725,7.0325,8.9421,7.1943,11.586,11.537,28.491,0.0548,0.03288,0.10157,0.09997,-0.16924,-0.07672,0.00206,-0.00101,0.02494,0.01754,0.04155,0.01876
17136,2012,12,16,11.326,6.7662,6.9787,8.9427,7.1644,11.557,11.523,28.94,-0.01723,-0.05599,0.08719,0.0921,-0.12205,-0.12263,0.0013,0.00162,0.00969,0.0124,0.03553,0.01644
17160,2012,12,17,11.231,6.678,6.9723,8.964,7.1699,11.5,11.475,29.362,-0.09127,-0.12991,0.04345,0.06319,-0.12103,-0.14904,0.0065,0.00192,0.03515,0.02407,0.03391,0.02123
17184,2012,12,18,11.062,6.9746,7.36,9.128,7.5866,11.054,11.034,30.582,0.01253,-0.09408,0.05204,0.05558,-0.00142,-0.08113,0.00708,0.00594,-0.04855,-0.02189,-0.00358,0.01165
17208,2012,12,19,10.982,7.0199,7.4359,9.2364,7.6709,10.975,10.967,33.28,0.08573,-0.02109,0.06844,0.057,0.07921,0.00214,-0.00523,-0.01353,0.06305,0.03788,-0.02709,-0.0094
17232,2012,12,20,11.083,7.1573,7.5375,9.3778,7.7709,10.905,10.895,36.57,0.18106,0.07821,0.077,0.07106,0.26197,0.08952,-0.01217,-0.00785,0.03724,0.01905,-0.06797,-0.01943
17256,2012,12,21,11.119,7.2351,7.5674,9.4527,7.7934,10.817,10.806,38.929,0.19425,0.07586,0.0974,0.07608,0.27027,0.06017,-0.00803,-0.00792,0.07199,0.04604,-0.04413,-0.01492
17280,2012,12,22,10.715,7.1045,7.3881,9.2774,7.6035,10.683,10.651,39.92,0.16418,0.09514,0.03512,0.04055,0.19913,0.06508,-0.01068,-0.00133,0.06081,0.02945,-0.04858,-0.0107
17304,2012,12,23,10.704,7.1628,7.4097,9.2838,7.6099,10.622,10.59,38.445,0.21436,0.1251,0.07483,0.06573,0.19237,0.08017,-0.005,-0.0087,0.01892,0.0227,-0.03314,-0.01107
17328,2012,12,24,10.667,7.1989,7.419,9.2496,7.6087,10.568,10.543,37.119,0.21047,0.13098,0.0828,0.0577,0.12855,0.06578,0.00132,-0.00448,0.02576,0.02009,-0.01323,-0.00375
17352,2012,12,25,10.595,7.1388,7.3581,9.1739,7.5448,10.537,10.517,37.004,0.15287,0.07535,0.05724,0.05265,0.01523,0.00583,-0.00172,-0.00046,0.0327,0.02602,0.00234,0.00543
17376,2012,12,26,10.681,7.2911,7.5011,9.1841,7.6815,10.559,10.518,34.652,0.18116,0.08557,0.05544,0.04923,0.03309,0.01229,-0.00196,0.00171,-0.00554,0.00965,-0.00938,0.00773
17400,2012,12,27,10.621,7.2188,7.4431,9.1438,7.6242,10.526,10.481,34.716,0.14752,0.04721,0.07738,0.05227,-0.00156,-0.01747,0.00129,-0.0005,0.01467,0.01763,0.00319,0.00426
17424,2012,12,28,10.602,7.1821,7.422,9.1278,7.6024,10.489,10.448,35.825,0.14107,0.05133,0.06078,0.04578,-0.00529,-0.0053,0.00037,-0.00399,0.01923,0.01607,0.00024,0.0001
17448,2012,12,29,10.635,7.1274,7.3695,9.1162,7.5538,10.481,10.445,36.577,0.14452,0.0527,0.07405,0.04954,-0.0132,-0.00311,0.00215,-0.00243,0.01126,0.01722,0.00584,0.00631
17472,2012,12,30,10.331,6.9779,7.1919,8.7325,7.3559,10.376,10.321,34.315,0.10632,0.04341,0.06232,0.03383,-0.05505,-0.01309,-0.00504,0.00396,0.0119,0.00678,0.02289,0.00663
17496,2012,12,31,10.272,6.8676,7.1106,8.7181,7.2844,10.369,10.317,35.868,0.0761,0.01073,0.05194,0.03452,-0.09023,-0.03964,0.00136,0.00429,0.00658,0.00878,0.03134,0.01154
17520,2013,1,1,10.216,6.8344,7.0942,8.7244,7.2742,10.358,10.305,37.427,0.07033,0.0022,0.07423,0.04914,-0.08495,-0.0247,-0.00261,0.00077,0.00152,0.00709,0.02607,0.00585
17544,2013,1,2,10.159,6.8302,7.1021,8.7506,7.2875,10.339,10.289,38.938,0.08269,0.02399,0.05841,0.03149,-0.02642,-0.00238,-0.00349,-0.00796,0.01878,0.01745,0.00719,-0.00447
17568,2013,1,3,10.086,6.7627,6.9779,8.6593,7.1431,10.44,10.428,39.861,0.07783,0.06209,0.04412,0.03609,-0.02425,0.02689,-0.00694,-0.00167,0.04008,0.01716,0.00342,-0.0104
17592,2013,1,4,10.065,6.7777,6.9893,8.7162,7.1573,10.418,10.397,42.336,0.13008,0.07813,0.06845,0.05452,0.03136,0.05113,-0.00563,-0.00939,0.00218,0.00907,-0.01143,-0.00813
17616,2013,1,5,10.072,6.9158,7.0894,8.8279,7.2512,10.405,10.385,44.353,0.22477,0.18763,0.10528,0.07243,0.13312,0.1444,-0.0102,-0.0175,0.02243,0.01226,-0.03811,-0.02699
17640,2013,1,6,10.104,7.0513,7.1636,8.9279,7.3177,10.39,10.37,45.833,0.30824,0.26726,0.09607,0.07487,0.19116,0.19037,-0.00961,-0.01156,0.01375,0.01351,-0.03176,-0.0222
17664,2013,1,7,10.076,6.6158,6.7081,8.7009,6.82,10.41,10.398,42.576,0.20587,0.25042,0.09409,0.07479,0.09406,0.16462,0.0014,-0.00401,0.01012,0.01576,-0.01701,-0.01247
17688,2013,1,8,10.094,6.5335,6.6338,8.6939,6.7538,10.402,10.39,42.494,0.13479,0.15168,0.07831,0.06969,0.01466,0.06328,0.00209,-0.00473,0.02854,0.02045,0.00537,-0.00317
17712,2013,1,9,10.081,6.4356,6.5728,8.6839,6.709,10.387,10.382,42.937,0.03292,0.05785,0.05227,0.06728,-0.05598,-0.01728,0.00266,0.00491,0.02535,0.02191,0.01158,0.01296
17736,2013,1,10,9.967,6.3811,6.5492,8.6948,6.7002,10.342,10.344,43.395,-0.00953,0.00146,0.03356,0.04719,-0.09503,-0.04328,0.00775,-0.00183,8e-05,0.00867,0.03862,0.00779
17760,2013,1,11,9.8078,6.2479,6.3971,8.5794,6.547,10.237,10.237,40.956,0.01682,0.08369,0.02601,0.04361,-0.02043,0.04613,0.00926,0.00068,-0.04521,-0.01835,0.01254,-0.00195
17784,2013,1,12,9.6539,6.2352,6.3849,8.5767,6.5446,10.172,10.172,42.727,0.06076,0.09267,0.07018,0.06153,-0.00288,0.05296,0.00613,-0.00425,-0.00844,0.0083,0.01805,-0.01021
17808,2013,1,13,9.5666,6.2162,6.3724,8.5341,6.5345,10.124,10.131,43.602,0.0336,0.08363,0.0882,0.0877,-0.01591,0.03164,0.0029,0.00114,0.00494,0.00646,0.0061,0.00368
17832,2013,1,14,9.4686,6.1308,6.3059,8.4599,6.4722,10.07,10.083,43.998,-0.05972,-0.01544,0.05437,0.06265,-0.11156,-0.06939,0.00978,0.00726,-0.00459,0.00527,0.048,0.02066
17856,2013,1,15,9.497,5.9133,6.0637,8.1948,6.2124,10.18,10.21,39.976,-0.12667,-0.05138,0.01024,0.02043,-0.12059,-0.08845,0.01238,0.00789,-0.01312,-0.00679,0.03724,0.02399
17880,2013,1,16,9.3605,5.8737,6.0525,8.1502,6.2052,10.145,10.179,41.158,-0.11271,-0.07079,0.03415,0.04058,-0.07515,-0.07278,0.00222,0.00821,-0.00303,0.00723,0.03729,0.01333
17904,2013,1,17,9.2835,5.8652,6.0688,8.1254,6.2266,10.122,10.155,41.704,-0.09354,-0.03163,0.02903,0.03751,-0.00421,-0.02445,0.00161,-0.00835,0.01641,0.01236,-0.00158,0.00245
17928,2013,1,18,9.2356,5.832,6.049,8.0899,6.2114,10.112,10.151,42.162,-0.1094,-0.05824,0.01216,0.03618,-0.01468,-0.04389,0.00207,0.00401,0.00566,0.00942,0.00704,0.00593
17952,2013,1,19,9.3198,5.8946,6.1559,8.0854,6.3411,10.311,10.355,40.54,-0.13902,-0.09935,0.00391,0.02725,-0.05869,-0.07031,-7e-05,0.0008,0.00336,0.00371,0.01824,0.00926
17976,2013,1,20,9.2357,5.8915,6.1758,8.0715,6.3666,10.295,10.342,41.332,-0.11673,-0.08409,-0.00216,0.02545,0.00882,-0.03359,-0.00123,0.00029,0.01596,0.01726,0.00308,0.00519
18000,2013,1,21,9.1798,5.9271,6.2105,8.0855,6.4047,10.275,10.318,42.514,-0.06846,-0.01578,-0.00795,0.01609,0.07587,0.03725,-0.00353,-0.01057,0.00394,0.00524,-0.02719,-0.01631
18024,2013,1,22,9.1532,5.9789,6.2339,8.0678,6.4201,10.257,10.301,43.417,0.0113,0.05433,0.00861,0.03132,0.11064,0.10063,-0.00781,-0.00134,0.00977,0.00599,-0.03056,-0.01293
18048,2013,1,23,9.1669,5.9112,6.1285,8.0998,6.3054,10.041,10.064,46.577,0.05676,0.17244,0.02704,0.04191,0.14728,0.19395,-0.00571,-0.01193,0.00333,0.0114,-0.04041,-0.0374
18072,2013,1,24,9.1332,5.977,6.1624,8.0907,6.322,10.029,10.053,47.074,0.1289,0.21269,0.03463,0.04684,0.12455,0.21219,-0.01024,-0.00763,0.0213,0.01296,-0.01455,-0.02387
18096,2013,1,25,9.1083,6.0382,6.1995,8.0874,6.3421,10.016,10.038,46.774,0.1627,0.25472,0.02212,0.04002,0.10188,0.21855,-0.00321,-0.01532,0.0065,0.00543,-0.02204,-0.03104
18120,2013,1,26,9.1666,6.0756,6.2138,8.0587,6.3394,10.006,10.026,45.912,0.17354,0.25514,0.04202,0.04592,0.06547,0.19222,-0.00643,-0.00815,0.01217,0.01182,-0.01073,-0.01776
18144,2013,1,27,9.168,5.9375,6.0694,8.0752,6.1996,9.9877,10.027,43.507,0.14042,0.25097,0.01655,0.02289,0.02201,0.18043,-0.00333,-0.00433,0.00047,0.00758,-0.00141,-0.0185
18168,2013,1,28,9.1403,5.9412,6.0679,8.0582,6.1934,9.95,9.9853,43.093,0.11832,0.21209,0.0102,0.02419,-0.01185,0.12911,-0.00201,-0.00387,-0.00714,0.00372,0.01733,-0.01397
18192,2013,1,29,9.1255,5.9273,6.0536,8.041,6.1814,9.9093,9.939,44.169,0.07192,0.16322,-0.004,0.00685,-0.04681,0.07696,0.0032,-0.00668,-0.00972,0.00507,0.0263,-0.00735
18216,2013,1,30,9.1238,5.886,6.018,8.0068,6.1512,9.8766,9.8996,44.153,0.01049,0.09546,-0.0063,0.00389,-0.09317,0.01026,0.00144,0.0007,-0.00629,-0.00084,0.03888,0.00518
18240,2013,1,31,9.2333,5.7847,5.9132,7.8861,6.0458,9.9351,9.9503,42.572,-0.02454,0.06356,-0.02121,-0.01582,-0.07569,-0.00395,0.00402,-0.00159,-0.0098,0.00787,0.02924,0.00243
18264,2013,2,1,9.1932,5.7725,5.9064,7.8747,6.0433,9.9232,9.9384,42.132,-0.03553,0.03583,-0.01359,-0.01084,-0.06238,-0.0149,5e-05,0.00111,0.00743,0.0048,0.03001,0.00555
18288,2013,2,2,9.1555,5.7986,5.9349,7.8937,6.0789,9.9108,9.9215,42.517,0.01663,0.09253,-0.0214,-0.00799,0.01006,0.05095,-0.00405,-0.00789,0.00524,0.0033,-0.00027,-0.01241
18312,2013,2,3,9.1337,5.8411,5.9682,7.9139,6.1156,9.9059,9.9142,43.315,0.07974,0.14421,-0.00657,-0.00467,0.07545,0.10322,-0.00284,-0.00973,-0.00604,0.00346,-0.02429,-0.01962
18336,2013,2,4,9.3619,5.8806,6.0087,7.9875,6.1711,9.882,9.9015,41.814,0.07605,0.13229,0.00798,0.00739,0.06372,0.08297,0.0003,-0.00677,0.00882,0.00496,-0.02212,-0.0124
18360,2013,2,5,9.4003,5.9,6.0264,7.9673,6.186,9.8652,9.8848,41.274,0.04788,0.1047,-0.01716,-0.00788,0.01972,0.05376,0.00055,-0.00353,0.01556,0.01384,-0.0063,-0.00933
18384,2013,2,6,9.4389,5.913,6.0437,7.9634,6.2055,9.8421,9.8632,40.319,0.03721,0.08414,-0.01803,-0.00954,0.03193,0.04103,-0.00189,-0.00709,0.02223,0.01055,-0.01536,-0.01029
18408,2013,2,7,9.4182,5.9213,6.0626,7.9511,6.2247,9.8069,9.8252,39.268,0.02909,0.07313,-0.0317,-0.0226,0.03072,0.0319,-0.00022,-0.00478,0.02388,0.01432,-0.01465,-0.00801
18432,2013,2,8,9.1367,5.9688,6.1227,7.7245,6.2625,9.6135,9.6443,34.968,0.06712,0.05975,-0.01778,-0.0205,0.04039,0.02494,-0.0012,4e-05,-0.01986,-0.01028,-0.0058,-0.00417
18456,2013,2,9,9.1483,5.969,6.1368,7.6889,6.275,9.5736,9.6057,35.84,0.04271,0.06025,-0.01483,-0.02129,-0.00051,0.02046,0.00654,-0.00137,-0.00261,0.00686,0.01049,-0.00051
18480,2013,2,10,9.1132,5.9651,6.1376,7.6776,6.2754,9.5264,9.5581,39.059,0.03576,0.04706,-0.03711,-0.03048,-0.01673,0.01194,0.00039,0.00245,-0.03008,-0.01449,0.01881,0.00058
18504,2013,2,11,9.0365,5.9474,6.1311,7.656,6.272,9.483,9.5075,41.163,0.02047,0.0353,-0.02241,-0.02358,-0.04305,-0.00037,0.00616,-0.00386,-0.03482,-0.01653,0.02817,8e-05
18528,2013,2,12,9.0225,5.8816,6.0475,7.5837,6.1766,9.5198,9.5594,42.332,0.01936,0.06776,-0.02678,-0.03216,-0.02948,0.03267,-0.00053,-0.00489,-0.02037,-0.00813,0.01199,-0.00697
18552,2013,2,13,8.9683,5.8789,6.0426,7.583,6.173,9.4982,9.5295,42.717,0.02604,0.04817,-0.03059,-0.02292,-0.01251,0.02081,-0.00333,0.00286,-0.00314,-0.00197,0.01244,-0.00084
18576,2013,2,14,8.923,5.8842,6.0569,7.5882,6.1895,9.477,9.499,42.931,0.00742,0.03771,-0.03879,-0.0268,-0.00865,0.01389,0.00437,-0.00805,-0.0078,-0.00267,0.00569,-0.00545
18600,2013,2,15,8.8914,5.8789,6.0565,7.5882,6.1926,9.4613,9.475,42.624,-0.00417,0.02645,-0.0502,-0.04084,-0.01465,0.00434,-0.00313,-0.00141,-0.00869,-0.00398,0.01069,-0.00177
18624,2013,2,16,9.073,5.2214,5.4053,7.511,5.6168,9.5528,9.567,39.13,-0.07552,0.07965,-0.08564,-0.05614,0.03757,0.09459,0.00613,-0.01729,-0.01715,-0.0137,-0.00994,-0.02347
18648,2013,2,17,9.0552,5.2451,5.4696,7.5494,5.6797,9.5404,9.5396,39.478,0.0075,0.11219,-0.03958,-0.03335,0.14367,0.1596,-0.0007,-0.00085,-0.01175,-0.00209,-0.03475,-0.03107
18672,2013,2,18,8.9769,5.327,5.5434,7.5419,5.7383,9.489,9.4894,40.932,-0.01022,0.10991,-0.08107,-0.05633,0.07679,0.12416,0.00867,-0.00932,-0.00034,-0.00026,-0.02621,-0.02847
18696,2013,2,19,8.8878,5.3745,5.5899,7.5369,5.7716,9.4312,9.4367,42.421,0.01533,0.10917,-0.06073,-0.04537,0.07738,0.1275,0.003,-0.00648,-0.01476,-0.00845,-0.01605,-0.02425
18720,2013,2,20,8.672,5.168,5.4199,7.5577,5.6309,9.4351,9.4625,45.085,0.02413,0.18778,-0.05953,-0.04524,0.11688,0.21476,0.00264,-0.00249,-0.0118,-0.01388,-0.03471,-0.03811
18744,2013,2,21,8.6403,5.2068,5.4577,7.5731,5.6595,9.3876,9.4182,46.28,0.06854,0.19947,-0.03165,-0.02378,0.12148,0.2086,0.00349,-0.00797,0.00467,0.00939,-0.02325,-0.0293
18768,2013,2,22,8.6302,5.2291,5.4808,7.5786,5.6699,9.3458,9.3782,46.261,0.0546,0.18249,-0.06594,-0.05589,0.09366,0.17434,0.0059,-0.01128,0.01439,0.00939,-0.03228,-0.02833
18792,2013,2,23,8.5968,5.2543,5.4976,7.5545,5.671,9.3075,9.3354,44.389,0.0455,0.16085,-0.0499,-0.04206,0.05224,0.14472,0.00228,-0.00144,-0.01283,-0.01099,-0.01115,-0.01796
18816,2013,2,24,8.6392,5.0288,5.268,7.5473,5.4561,9.3612,9.3983,45.027,0.02155,0.19093,-0.05297,-0.04428,0.04249,0.1806,0.00521,-0.01304,0.0148,0.01391,-0.01058,-0.0327
18840,2013,2,25,8.5991,5.0419,5.2749,7.5551,5.4625,9.3321,9.3529,45.482,0.05278,0.1981,-0.04244,-0.04468,0.06793,0.17965,-0.00139,-0.00439,-0.01217,-0.00696,-0.01442,-0.02581
18864,2013,2,26,8.5886,5.0584,5.2851,7.5266,5.4713,9.3058,9.3125,44.395,0.02375,0.16458,-0.02642,-0.02642,0.02673,0.13794,0.00227,-0.00636,0.01006,0.00402,-0.00535,-0.02071
18888,2013,2,27,8.5615,5.071,5.2917,7.503,5.4765,9.2755,9.2738,44.038,-0.00896,0.12101,-0.04224,-0.04208,-0.00897,0.09214,0.00393,-0.00583,0.00484,0.00286,0.00841,-0.01209
18912,2013,2,28,8.672,5.1261,5.35,7.5563,5.5427,9.2013,9.2054,41.201,-0.01711,0.09917,-0.04124,-0.0355,0.01461,0.07627,-0.00453,-0.00155,0.00501,0.00217,-0.00782,-0.01123
18936,2013,3,1,8.8161,5.1423,5.3681,7.5776,5.5642,9.2048,9.21,40.441,-0.01324,0.08823,-0.03362,-0.03535,0.03532,0.07929,0.0018,-0.01013,0.01996,0.01531,-0.01134,-0.01929
18960,2013,3,2,8.9095,5.1734,5.4004,7.5924,5.6002,9.2128,9.221,39.981,-0.01103,0.09773,-0.04871,-0.0433,0.05416,0.08913,-0.00024,-0.01113,0.01077,0.0036,-0.01941,-0.01938
18984,2013,3,3,8.8888,5.2012,5.4234,7.5807,5.6242,9.2058,9.2175,39.508,-0.00644,0.08725,-0.05261,-0.05009,0.05146,0.0798,0.00189,-0.00091,-0.00607,-5e-05,-0.0118,-0.0105
19008,2013,3,4,8.862,5.2813,5.4931,7.6017,5.6955,9.3471,9.3776,40.867,-0.01906,0.09292,-0.03691,-0.04213,0.01707,0.08441,0.00115,-0.00536,-0.01131,-0.00296,-0.00173,-0.0142
19032,2013,3,5,8.7722,5.3122,5.524,7.5976,5.7236,9.3293,9.3573,41.062,0.02456,0.11174,-0.04037,-0.04333,0.03352,0.09938,-0.00225,-0.00375,0.00062,0.00051,-0.00343,-0.01534
19056,2013,3,6,8.784,5.3849,5.5851,7.6143,5.7841,9.3178,9.3418,38.273,0.09613,0.18188,-0.0292,-0.03623,0.12736,0.17033,-0.00904,-0.01705,0.00857,0.00942,-0.04229,-0.03234
19080,2013,3,7,8.7647,5.4596,5.6397,7.6141,5.8318,9.3055,9.3241,35.642,0.13487,0.21865,-0.03378,-0.04395,0.14391,0.1875,-0.00453,-0.00873,0.00786,0.008,-0.0378,-0.02528
19104,2013,3,8,8.8196,5.437,5.5949,7.6116,5.7776,9.4631,9.5153,35.999,0.11266,0.20761,-0.03821,-0.0459,0.0793,0.16725,9e-05,-0.01003,-0.007,-0,-0.01625,-0.02185
19128,2013,3,9,8.8509,5.4617,5.6067,7.5818,5.7796,9.446,9.4876,35.432,0.09924,0.17766,-0.03002,-0.04767,0.03328,0.12781,0.00239,-0.00344,-0.00724,-0.0013,-0.00011,-0.01547
19152,2013,3,10,8.8705,5.489,5.6282,7.5663,5.7953,9.4297,9.4547,35.481,0.07931,0.16051,-0.04087,-0.05492,0.00572,0.10244,0.00078,-0.00691,-0.0008,0.00241,0.00349,-0.014
19176,2013,3,11,8.9132,5.4909,5.6337,7.5438,5.7969,9.4211,9.4366,34.86,0.05043,0.11983,-0.05137,-0.06481,-0.01988,0.06285,0.00156,-0.0014,0.00207,0.00663,0.0135,-0.0056
19200,2013,3,12,8.8937,5.4743,5.6079,7.3841,5.7579,9.2794,9.2664,32.573,0.03606,0.10882,-0.0625,-0.0709,-0.02962,0.04988,0.00224,-0.00389,-0.00123,-0.00294,0.01695,-0.00816
19224,2013,3,13,8.9498,5.4768,5.6161,7.3752,5.7636,9.2695,9.2622,32.108,0.04538,0.09438,-0.05316,-0.06655,-0.01334,0.04577,0.00179,-0.00232,0.00547,0.00241,0.00968,-0.00386
19248,2013,3,14,8.9827,5.5108,5.6498,7.3851,5.7969,9.2552,9.2535,31.869,0.0739,0.1371,-0.04765,-0.06287,0.02105,0.08734,-0.00401,-0.00859,0.00883,0.00272,-0.00665,-0.01547
19272,2013,3,15,9.0674,5.5597,5.6873,7.3997,5.8293,9.2471,9.2466,32.805,0.14902,0.19425,-0.03329,-0.05115,0.06907,0.14224,-0.00642,-0.01096,0.01209,0.00701,-0.01853,-0.02229
19296,2013,3,16,9.0616,5.2876,5.3816,7.2591,5.4928,9.3911,9.3928,35.033,0.13214,0.2684,-0.02838,-0.04417,0.08123,0.2135,-0.00325,-0.01547,-0.00182,-0.00512,-0.0311,-0.03665
19320,2013,3,17,9.0037,5.2856,5.3858,7.2587,5.4984,9.3762,9.3739,36.403,0.1475,0.23454,-0.02136,-0.04009,0.05283,0.17623,-0.00251,-0.00584,-0.00321,-0.00175,-0.00349,-0.02302
19344,2013,3,18,8.8709,5.2939,5.4008,7.2392,5.5153,9.346,9.3358,36.587,0.12478,0.22366,-0.00935,-0.03389,0.02718,0.15843,0.00064,-0.01301,-0.00969,-0.00695,-0.00831,-0.02589
