"year","H2","H3","H4","H5","H6","H7","H8","H9","H10","H11","H13","H14","H15","H17","H18","H19","H20a","H21a","H20b","H21b"
1980,NA,0.201847649687111,0.154839441459788,5.83542315173359,0.0779667554303922,0.00440524913870665,0.299372977895768,0.0525912194818925,0.00339659853112496,0.182754508336895,0.0555965567349712,0.0150070328866941,0.221118788253098,0.043985804406637,0.00760298469059766,0.150542745688957,0.0341761974339455,0.0171176005556861,0.0198133810680908,0.00472097292609445
1981,0.375794799592765,0.160806707874073,0.135543350998859,9.2623519058759,0.0724142151071378,0.00336867783609369,0.412587417122332,0.0465523488773118,0.00273398847050629,0.150857608962287,0.0392606549780802,0.0188237210236826,0.465378416675151,0.0193319204742568,0.0068197574430322,0.22495874462134,0.035348377471237,0.0156919210099993,0.0317554690112368,0.00608358771822967
1982,0.727995084126313,0.253568849527943,0.262300160333449,5.14711626627822,0.0519212264151428,0.00355483617108476,0.240665978342002,0.0423569443819289,0.00295834461352523,0.234366593182561,0.0267314716304828,0.0210761061850156,0.903748044691012,0.0201299717488827,0.0110510534281766,0.177109616034686,0.0448797095168451,0.0197957709427398,0.0289322230657216,0.00653567926355919
1983,0.867624476583706,0.312560590996525,0.257492548470399,8.48885997866461,0.103115506936188,0.00456358417411937,0.407924838343259,0.0649229911299191,0.00398415230679833,0.448650431963472,0.0300607422743036,0.0195076031482832,0.595920050905075,0.0243183655255973,0.0083771960148225,0.228391759262292,0.0325692553669418,0.016010494566558,0.0293743089245167,0.00594263555770342
1984,0.617532310954223,0.214108399713511,0.255057464308679,6.95751905154826,0.0619109050478973,0.00305566660673209,0.579380755968364,0.0459147285781272,0.00289913059007003,0.339619639474675,0.019020311574735,0.0149287715086891,0.891678801217716,0.0118162825116617,0.00755158329798841,0.243268880615384,0.0308188667519301,0.0149605648132004,0.0288035358576913,0.00568033979654108
1985,0.873342677513901,0.209292170565524,0.206605395558016,8.60896515326325,0.0664126828059624,0.00331320657697706,0.475584014181989,0.0497601491767641,0.00288424230925842,0.233564489396549,0.0316127237686573,0.0102852209504105,1.23442115294104,0.0230084408180848,0.00842670692754248,0.427975232928262,0.036479723842164,0.0189599363710367,0.0251681635388748,0.00574821110041883
1986,0.777459164002085,0.204813228938518,0.178537883823492,6.04690678083941,0.0646697284682296,0.00345183438188404,0.249530391258492,0.0368416199312833,0.00288630483392811,0.233135056448949,0.0123321765789488,0.0161844728915097,0.489942956894066,0.0113637578526496,0.00727402037115504,0.370555232921033,0.0379114648598073,0.0201146601292632,0.021176937450221,0.00541179438067056
1987,0.611804416428447,0.260376617479947,0.243408105226388,6.65445034697005,0.0836843385330263,0.0035489302259818,0.256543505176625,0.0523790962528059,0.00376141777222862,0.296824121218607,0.0224848428831917,0.0230443640401104,0.405900680362623,0.0267644495283761,0.00979059435416934,0.171208242691733,0.0323713519914883,0.0167627372688608,0.020119563451604,0.00501080741971947
1988,0.695278182605876,0.293917176332697,0.319145611050241,7.55126899496657,0.0639916896961132,0.00408634542117175,0.502409510421147,0.0424614519403273,0.003220300808438,0.376043517791129,0.0168435084861251,0.0177514251047865,0.877834754128336,0.0124815234851498,0.00795763692622434,0.367021631734316,0.0246231987799579,0.0127803841101029,0.021911901621695,0.00483403837201483
1989,0.354684401458086,0.150751262352909,0.174100649835419,9.70812707545237,0.0386743662675938,0.00236769105086441,0.253736139094982,0.034013809855719,0.00228884680851147,0.172520697045575,0.0204873985314353,0.0144887054197685,1.20718134135228,0.0171853066522301,0.0106925880660621,0.629804135793316,0.0370038756440062,0.0147471070261095,0.0266968999016729,0.00548000698122099
1990,0.715958605393972,0.172078821795083,0.191628129384886,13.2930574466596,0.0470302548491638,0.00252129321151453,0.117081616109951,0.0339570802789636,0.00234900893708364,0.178524950555978,0.0203630876691055,0.0194755950632855,0.88255556708091,0.0172111015214206,0.00776403214795464,0.411924246611239,0.0310157170485384,0.0153795996434068,0.0226363130712384,0.00525815747536051
1991,0.411931580548445,0.166377212613016,0.153138193493022,10.6156504532438,0.0696618129067102,0.00341272116007923,0.245386096516564,0.0551820306290046,0.00331292461162995,0.194918703592295,0.023905131205783,0.0188175636191819,1.24505072591482,0.0203208325798977,0.00993926221503942,0.237953354358737,0.0366944352582057,0.0168649232637625,0.0258780974503892,0.00621222707107283
1992,0.866738475285978,0.206865422405964,0.168168117213776,4.65276031897825,0.0809041993844818,0.00393676713051943,0.531869764570845,0.0595807452291323,0.00365741889078165,0.174772137367488,0.0412104465483111,0.0203163201220512,0.652789430370958,0.0269421652433105,0.0136682533446111,0.345651552432395,0.0280678659457095,0.0134247251035832,0.02301749494378,0.005050466089483
1993,0.506696595702614,0.179543250513966,0.184190489867447,13.2728966455073,0.0585233383653943,0.00270218502471611,0.259159601469474,0.0427513873694193,0.00267922597905541,0.251922904394289,0.0478461744798732,0.0152826239258377,0.835222550688584,0.0387952227750922,0.00794970324596615,0.545700512609587,0.0306593499638633,0.012032417165315,0.0227829034986115,0.00466532579103153
1994,0.79056205194217,0.241279861305231,0.232549442577795,7.64269237688374,0.0560884864130696,0.0027392104321073,0.291974751572042,0.0341194246531077,0.00272562339885797,0.293033305584567,0.0398737799044025,0.0177745326116826,0.416187593677795,0.0101135752552059,0.00627900591948161,0.288814692210735,0.0336700998621299,0.0132749919150279,0.0261903735834847,0.00527583945169923
1995,0.608229173135538,0.280840356487717,0.263029739136064,10.5125045646707,0.0867293610060891,0.00505531033892065,0.522006765891366,0.0737129532345818,0.00470500817355324,0.41416401133226,0.0634059270844009,0.0227062711460719,0.588515428082314,0.0327789052419528,0.0128060527885719,0.156768109735,0.0235710440312249,0.0115263581024705,0.0196914369819566,0.004367562045755
1996,0.678634867282685,0.341215179497883,0.339367008667364,10.8549184404042,0.0785824058299176,0.00355731819459398,0.424465714177338,0.0509586869726954,0.00347804455239585,0.354206158071057,0.0420864460872869,0.0224406199108184,0.422164940177386,0.0439827126408713,0.0111807873168774,0.23675829515052,0.0351531147582839,0.0158074074189551,0.0270238279640634,0.00575042616221402
1997,0.54301624649853,0.397609799366857,0.423561061681752,9.17173563429815,0.0768128745807339,0.00318453222897589,0.441061601552024,0.0542991670638257,0.00310266972063959,0.444321526815795,0.0442424292239951,0.0159891240217899,0.522702430942435,0.014560215518962,0.00483919137642981,0.666286348990113,0.0325789186159093,0.0137966486032539,0.0214250740494299,0.00426328987883679
1998,0.942008722535696,0.428630420870463,0.411075527872837,17.5730209656333,0.0853435012720756,0.00440006029109519,0.794859518748725,0.0543757537168893,0.0034388893988346,0.543960148755719,0.0816785415916041,0.0219829939958939,0.784206283416229,0.0355498370093261,0.00671969016746488,0.165084791866928,0.0283542627388752,0.0113637912912646,0.0238537736888895,0.00453189706357827
