"year","H2","H3","H4","H5","H6","H7","H8","H9","H10","H11","H13","H14","H15","H17","H18","H19","H20a","H21a","H20b","H21b"
2012,462.074833333333,254.431191666667,260.446108333333,1448.79216666667,4.59180666666667,-0.099235,217.258991666667,5.19710333333333,-0.232723333333333,149.391475,0.612863333333333,0.181465,310.100408333333,0.490644166666667,0.0297766666666667,213.863316666667,2.8725425,-0.6529325,5.29434083333333,-0.904635
2013,444.833683333333,256.595658333333,264.581683333333,1682.25341666667,3.9781825,-0.0537025,227.940791666667,5.11451333333333,-0.239015833333333,144.416833333333,-0.1060025,0.0774525,331.4227,-0.605231666666667,-0.0777508333333333,231.695825,2.72115583333333,-0.6134875,5.58475416666667,-1.01600666666667
2014,501.778783333333,262.958625,269.832966666667,1443.23591666667,4.82608333333333,-0.0954458333333333,216.657291666667,5.47166416666667,-0.284190833333333,152.544691666667,-0.1812175,0.0414983333333333,334.935175,-0.771616666666667,-0.112510833333333,256.103558333333,1.6905175,-0.203496666666667,3.00414916666667,-0.435585
2015,507.67275,246.848683333333,258.861983333333,1479.25566666667,2.13935916666667,-0.0327116666666667,252.513566666667,2.71279833333333,-0.0894525,142.872958333333,0.0145783333333333,0.186254166666667,414.697833333333,-0.473059166666667,-0.110203333333333,291.955583333333,3.9450125,-1.02021333333333,6.304465,-1.14653916666667
2016,503.479416666667,255.828858333333,264.7952,1159.66683333333,6.11601083333333,-0.142155833333333,241.108408333333,6.89543833333333,-0.3310425,144.681508333333,0.912566666666667,0.595571666666667,391.830833333333,-1.41226916666667,-0.0297616666666667,257.1685,2.495,-0.468661666666667,4.46015166666667,-0.723989166666667
2017,502.852916666667,249.059316666667,256.024508333333,1379.42308333333,5.11250083333333,-0.0550666666666667,232.770008333333,5.3357425,-0.202815833333333,138.583425,1.24371583333333,0.29106,371.950333333333,0.148109166666667,0.147063333333333,239.229033333333,1.89704166666667,-0.354455833333333,3.5391125,-0.548914166666667
2018,467.103166666667,263.338766666667,270.578425,1081.57891666667,5.67900416666667,-0.0609466666666667,232.716058333333,5.89968916666667,-0.233155833333333,156.755,0.300365833333333,0.282936666666667,358.558091666667,-0.624026666666667,0.0390325,226.817158333333,2.02133416666667,-0.344020833333333,3.2699225,-0.528155
2019,469.9655,263.621,273.9073,1316.67741666667,3.4462225,-0.04704,243.703608333333,2.47701083333333,-0.0845016666666667,167.479691666667,-0.215114166666667,0.206515833333333,365.037583333333,-0.7682725,-0.126533333333333,233.773583333333,1.16706333333333,-0.0533183333333333,2.13297083333333,-0.256374166666667
2020,494.389666666667,276.274291666667,284.998841666667,1377.97283333333,4.51731083333333,-0.0480791666666667,238.17445,4.23902083333333,-0.158606666666667,164.007983333333,-0.306148333333333,0.192254166666667,349.175833333333,-0.814381666666667,-0.108403333333333,217.00485,1.6583225,-0.292824166666667,2.79087083333333,-0.4256575
2021,468.03025,249.7478,259.013583333333,1222.68075,2.37684083333333,-0.0155108333333333,216.164366666667,2.89789083333333,-0.108225,142.972425,-0.670385,0.0591316666666667,335.691383333333,-0.428618333333333,-0.0852441666666667,222.926766666667,1.22888916666667,-0.0686041666666667,2.6635525,-0.3431875
2022,443.373916666667,242.124858333333,251.186716666667,1314.77483333333,3.90626583333333,-0.131694166666667,226.750066666667,5.02893166666667,-0.2202175,143.019516666667,-0.218236666666667,-0.119163333333333,331.712283333333,-0.796658333333333,-0.0200391666666667,201.876416666667,2.20221166666667,-0.435964166666667,2.92627,-0.4282275
